user_id,label
845,1
846,0
847,1
848,1
849,1
850,0
851,1
852,0
853,0
854,1
855,1
856,0
857,1
858,0
859,0
860,0
861,0
862,1
863,1
864,0
865,1
866,1
867,1
868,1
869,1
870,0
871,1
872,1
873,0
874,1
875,1
876,1
877,0
878,0
879,1
880,0
881,1
882,0
883,1
884,1
885,1
886,1
887,0
888,0
889,1
890,1
891,0
892,1
893,0
894,1
895,0
896,1
897,0
898,1
899,1
900,0
901,1
902,0
903,1
904,1
905,1
906,1
907,0
908,1
909,1
910,0
911,0
912,0
913,1
914,0
915,1
916,1
917,1
918,1
919,1
920,1
921,1
922,1
923,1
924,1
925,1
926,1
927,1
928,0
929,0
930,1
931,0
932,0
933,0
934,1
935,1
936,0
937,1
938,0
939,0
940,1
941,0
942,0
943,1
944,1
945,0
946,1
947,0
948,0
949,1
950,1
951,1
952,1
953,1
954,0
955,0
956,0
957,0
958,0
959,1
960,0
961,1
962,0
963,1
964,0
965,0
966,0
967,1
968,0
969,1
970,1
971,1
972,1
973,1
974,0
975,1
976,0
977,0
978,1
979,1
980,0
981,1
982,0
983,1
984,0
985,1
986,1
987,0
988,1
989,0
990,0
991,1
992,1
993,1
994,0
995,1
996,1
997,0
998,0
999,1
1000,1
